filepath,label
data/processed16k/positive/train/speaker06_dary_033.wav,1
data/processed16k/positive/train/speaker06_dary_034.wav,1
data/processed16k/positive/train/speaker06_dary_035.wav,1
data/processed16k/positive/train/speaker06_dary_036.wav,1
data/processed16k/positive/train/speaker06_dary_037.wav,1
data/processed16k/positive/train/speaker06_dary_039.wav,1
data/processed16k/positive/train/speaker06_dary_041.wav,1
data/processed16k/positive/train/speaker06_dary_042.wav,1
data/processed16k/positive/train/speaker07_dary_001.wav,1
data/processed16k/positive/train/speaker07_dary_002.wav,1
data/processed16k/positive/train/speaker10_dary_001.wav,1
data/processed16k/positive/train/speaker10_dary_002.wav,1
data/processed16k/positive/train/speaker10_dary_003.wav,1
data/processed16k/positive/train/speaker10_dary_004.wav,1
data/processed16k/positive/train/speaker10_dary_005.wav,1
data/processed16k/positive/train/speaker10_dary_007.wav,1
data/processed16k/positive/train/speaker10_dary_008.wav,1
data/processed16k/positive/train/speaker10_dary_009.wav,1
data/processed16k/positive/train/speaker10_dary_010.wav,1
data/processed16k/positive/train/speaker10_dary_011.wav,1
data/processed16k/positive/train/speaker10_dary_012.wav,1
data/processed16k/positive/train/speaker10_dary_013.wav,1
data/processed16k/positive/train/speaker10_dary_014.wav,1
data/processed16k/positive/train/speaker10_dary_015.wav,1
data/processed16k/positive/train/speaker10_dary_016.wav,1
data/processed16k/positive/train/speaker10_dary_017.wav,1
data/processed16k/positive/train/speaker10_dary_018.wav,1
data/processed16k/positive/train/speaker10_dary_019.wav,1
data/processed16k/positive/train/speaker10_dary_020.wav,1
data/processed16k/positive/train/speaker10_dary_021.wav,1
data/processed16k/positive/train/speaker10_dary_022.wav,1
data/processed16k/positive/train/speaker10_dary_023.wav,1
data/processed16k/positive/train/speaker10_dary_024.wav,1
data/processed16k/positive/train/speaker10_dary_026.wav,1
data/processed16k/positive/train/speaker10_dary_027.wav,1
data/processed16k/positive/train/speaker10_dary_028.wav,1
data/processed16k/positive/train/speaker10_dary_029.wav,1
data/processed16k/positive/train/speaker10_dary_030.wav,1
data/processed16k/positive/train/speaker10_dary_031.wav,1
data/processed16k/positive/train/speaker10_dary_032.wav,1
data/processed16k/positive/train/speaker10_dary_033.wav,1
data/processed16k/positive/train/speaker10_dary_034.wav,1
data/processed16k/positive/train/speaker10_dary_035.wav,1
data/processed16k/positive/train/speaker10_dary_036.wav,1
data/processed16k/positive/train/speaker10_dary_037.wav,1
data/processed16k/positive/train/speaker10_dary_038.wav,1
data/processed16k/positive/train/speaker10_dary_039.wav,1
data/processed16k/positive/train/speaker10_dary_040.wav,1
data/processed16k/positive/train/speaker10_dary_041.wav,1
data/processed16k/positive/train/speaker10_dary_042.wav,1
data/processed16k/positive/train/speaker10_dary_043.wav,1
data/processed16k/positive/train/speaker10_dary_044.wav,1
data/processed16k/positive/train/speaker10_dary_045.wav,1
data/processed16k/positive/train/speaker10_dary_046.wav,1
data/processed16k/positive/train/speaker10_dary_047.wav,1
data/processed16k/positive/train/speaker10_dary_048.wav,1
data/processed16k/positive/train/speaker10_dary_049.wav,1
data/processed16k/positive/train/speaker10_dary_050.wav,1
data/processed16k/positive/train/speaker10_dary_051.wav,1
data/processed16k/positive/train/speaker10_dary_052.wav,1
data/processed16k/positive/train/speaker10_dary_053.wav,1
data/processed16k/positive/train/speaker10_dary_054.wav,1
data/processed16k/positive/train/speaker10_dary_055.wav,1
data/processed16k/positive/train/speaker10_dary_056.wav,1
data/processed16k/positive/train/speaker10_dary_057.wav,1
data/processed16k/positive/train/speaker10_dary_058.wav,1
data/processed16k/positive/train/speaker10_dary_059.wav,1
data/processed16k/positive/train/speaker10_dary_060.wav,1
data/processed16k/positive/train/speaker10_dary_061.wav,1
data/processed16k/negative/train/yesno_000.wav,0
data/processed16k/negative/train/yesno_001.wav,0
data/processed16k/negative/train/yesno_002.wav,0
data/processed16k/negative/train/yesno_003.wav,0
data/processed16k/negative/train/yesno_004.wav,0
data/processed16k/negative/train/yesno_005.wav,0
data/processed16k/negative/train/yesno_006.wav,0
data/processed16k/negative/train/yesno_007.wav,0
data/processed16k/negative/train/yesno_008.wav,0
data/processed16k/negative/train/yesno_009.wav,0
data/processed16k/negative/train/yesno_010.wav,0
data/processed16k/negative/train/yesno_011.wav,0
data/processed16k/negative/train/yesno_012.wav,0
data/processed16k/negative/train/yesno_013.wav,0
data/processed16k/negative/train/yesno_014.wav,0
data/processed16k/negative/train/yesno_015.wav,0
data/processed16k/negative/train/yesno_016.wav,0
data/processed16k/negative/train/yesno_017.wav,0
data/processed16k/negative/train/yesno_018.wav,0
data/processed16k/negative/train/yesno_019.wav,0
data/processed16k/negative/train/yesno_020.wav,0
data/processed16k/negative/train/yesno_021.wav,0
data/processed16k/negative/train/yesno_022.wav,0
data/processed16k/negative/train/yesno_023.wav,0
data/processed16k/negative/train/yesno_024.wav,0
data/processed16k/negative/train/yesno_025.wav,0
data/processed16k/negative/train/yesno_026.wav,0
data/processed16k/negative/train/yesno_027.wav,0
data/processed16k/negative/train/yesno_028.wav,0
data/processed16k/negative/train/yesno_029.wav,0
data/processed16k/negative/train/yesno_030.wav,0
data/processed16k/negative/train/yesno_031.wav,0
data/processed16k/negative/train/yesno_032.wav,0
data/processed16k/negative/train/yesno_033.wav,0
data/processed16k/negative/train/yesno_034.wav,0
data/processed16k/negative/train/yesno_035.wav,0
data/processed16k/negative/train/yesno_036.wav,0
data/processed16k/negative/train/yesno_037.wav,0
data/processed16k/negative/train/yesno_038.wav,0
data/processed16k/negative/train/yesno_039.wav,0
data/processed16k/negative/train/yesno_040.wav,0
data/processed16k/negative/train/yesno_041.wav,0
data/processed16k/negative/train/yesno_042.wav,0
data/processed16k/negative/train/yesno_043.wav,0
data/processed16k/negative/train/yesno_044.wav,0
data/processed16k/negative/train/yesno_045.wav,0
data/processed16k/negative/train/yesno_046.wav,0
data/processed16k/negative/train/yesno_047.wav,0
